text,v2_Custom-trained_Spacy_Person,v2_Custom-trained_Spacy_Location,Pre-trained_Spacy_Person,Pre-trained_Spacy_Location
Meine Bitte an Sie alle lautet dahin: Ihr habt beschlossen.,[],[],[],[]
"den allgemeinen hebräischen Sprachverein zu gründen, Ihr höret,",[],[],[],[]
"welche Ziele er sich gesetzt hat. Es ist Eure Pflicht, ihn zu unter¬",['Eure Pflicht'],[],[],[]
"stützen, es ist Eure Pflicht, das eigene Kind nicht verhungern zu",['Eure Pflicht'],[],[],[]
"lassen, es ist Eure Pflicht, sich seiner warm anzunehmen, und",['Eure Pflicht'],[],[],[]
"diejenigen unter Euch, die bisher noch nicht beigetreten sind,",[],[],[],[]
sollen sich diesem allgemeinen hebräischen Sprachvereine an¬,[],[],[],[]
"schliessen, ihn fördern und in die Lage setzen, dass er etwas",[],[],[],[]
Erspriessliches leisten kann. (Lebhafter Beifall und Händeklatschen.),['Erspriessliches'],[],[],[]
Das wäre das erste.,[],[],[],[]
"Und nun das zweite: Der Verein hat so viele Aufgaben,",[],[],[],[]
"dass er noch immer nicht in der Lage ist, aus eigenen Mitteln",[],[],[],[]
205,[],[],[],[]
"schon jetzt das zweite seiner Ziele zu pflegen. Ich bitte also, fassen",[],[],[],[]
"Sie eine Resolution, worin Sie das Actions-Comité auffordern.",[],[],[],[]
dass es speciell zum Zwecke der Schaffung wissenschaftlichen,[],[],[],[]
Schulbücher in Palästina die erforderlichen — für den hebräischen,[],['Palästina'],[],['Palästina']
Sprachverein grossen und vorläufig unerreichbaren — im allgemeinen,['Sprachverein'],[],['Sprachverein'],[]
aber ziemlich kleinen Mittel von einigen 1000 Francs (die genaue,[],[],[],[]
"Summe kann ich nicht angeben) beistelle. Und, hochverehrte Damen",[],[],[],[]
"und Herren, ich lege Gewicht darauf, dass Sie diese Aufforderung",[],[],[],[]
"in Form einer Resolution an das Actions-Comité richten, damit",['Form'],[],[],[]
"der Congress von sich selbst documentieren soll, dass er",[],[],[],[]
"da, wo er etwas für die jüdische Cultur thun",[],[],[],[]
"kann, es auch thun will. (Beifall.) Ich will Ihnen nur ein",[],[],[],[]
"einziges dieser Schulbücher da vorweisen. Sie wissen sehr gut,",[],[],[],[]
wie die Kinder in der Schule bei allen anderen Völkern rücksichtlich,[],[],[],[]
"da, meine",[],[],[],[]
der Wissenschaften mit Mitteln ausgestattet sind —,[],[],[],[]
"Herren, schauen Sie sich das an (Redner weist ein Blatt vor das",[],[],[],[]
"ist ein hebräischer Atlas: schlechtes Papier, verwischter Druck",[],[],[],[]
und die einzelnen Worte kaum lesbar. Das müssen die armen,[],[],[],[]
Kinder dort als kärgliche geistige Nahrung aufnehmen und ver¬,[],[],[],[]
"dauen, wenn sie Geographie lernen wollen.",['Geographie'],[],[],[]
"Sie werden einsehen, dass es unserer unwürdig ist, eine",[],[],[],[]
"solche Stätte der Wissenschaften nicht zu unterstützen, und ich",[],[],[],[]
ersuche Sie daher: Schliessen Sie sich alle dem hebräischen,[],[],[],[]
Sprachverein an! Dadurch documentieren Sie Ihre Arbeitswilligkeit,['Sprachverein'],[],['Sprachverein'],[]
"für die jüdische Cultur. Fassen Sie auch den anderen Beschluss,",[],[],[],[]
dass man die Schulen in den Colonien von Palästina in die Lage,[],['Palästina'],[],['Colonien von Palästina']
"setze, Schulbücher für allgemeine Wissenschaften, dem kindlichen",[],[],[],[]
"Geiste angepasst, in hebräischer Sprache zu verfassen, die bereits",[],['Geiste'],[],[]
vorhandenen drucken und herausgeben zu lassen und damit,[],[],[],[]
"thatsächlich auch einen Ansatz, einen kleinen Anfang",[],['thatsächlich'],[],[]
für die jüdische Cultur zu schaffen und dort den,[],[],[],[]
"Faden wieder anzuknüpfen, wo wir ihn vor Jahrhunderten leider",[],[],[],[]
durchschneiden mussten.,[],[],[],[]
Meine hochverehrten Herren! Ich hätte wohl noch hübsch,[],[],[],[]
"viel auf dem Herzen, Ihnen zu sagen. Aber ich glaube, Ihr werdet",[],[],[],[]
"mir alle dankbar sein, wenn ich jetzt gleich aufhöre. (Lebhafter",[],[],[],[]
Widerspruch.) Ich will mir Eure Dankbarkeit verdienen; denn,[],[],[],[]
wir haben noch viel zu berathen. Wenn Sie etwas für die Cultur,[],[],[],[]
"im allgemeinen und insbesondere für jüdische Cultur thun wollen,",[],[],[],[]
"so votieren Sie das, worum ich Sie gebeten habe, und schliessen",[],[],[],[]
"Sie sich nicht nur alle dem hebräischen Sprachvereine an,",[],[],[],[]
sondern propagieren Sie die Idee des Anschlusses,[],[],[],[]
"an den Verein überall, trachten Sie, Ihre Freunde.",[],[],[],[]
"Bekannten und auch die Reichen, die ja gern einmal etwas her",[],[],[],[]
"geben, wenn es sich um Ideale handelt, zu dem Verein heran¬",[],[],[],[]
"zuziehen. Sie werden gewiss nie Anlass haben, es zu bedauern.",[],[],[],[]
-,[],[],[],[]
206,[],[],[],[]
"Sie werden aber auch den Vorwurf ablehnen können, dass Sie",[],[],[],[]
für die Cultur nichts gethan haben; denn wenn Sie für die,[],[],[],[]
"jüdische Cultur arbeiten, so arbeiten Sie auch",[],[],[],[]
für die allgemeine Cultur der Menschheit über¬,[],[],[],[]
"haupt (Tosender, langanhaltender Beifall und Händeklatschen.)",[],[],[],[]
Mein Antrag also lautet:,[],[],[],[]
"„Der Congress fordert das Actions-Comité auf, den vom",[],[],[],[]
zweiten Congresse beschlossenen und nunmehr activierten,[],[],[],[]
allgemeinen hebräischen Sprachverein durch Zuwendung der,[],[],[],[]
"erforderlichen Subventionen in die Lage zu setzen, für die in",[],[],[],[]
Palästina bestehenden Schulen mit hebräischer Vortragssprache,[],['Palästina'],[],['Palästina']
die nothwendigen Schulbücher zur Erlernung der allgemeinen,[],[],[],[]
Wissenschaften herauszugeben.,[],[],[],[]
"Das ist der Antrag, formuliert in juristischer Weise. In",['formuliert'],[],[],[]
Ihrem Herzen werden Sie ihn schon früher,[],[],[],[]
wohl weiterreichend formuliert haben. (Tosender,[],[],[],[]
Beifall und Händeklatschen. Redner wird von allen Seiten beglück-,[],[],[],[]
wünscht.,[],[],[],[]
Del. Dr. Belkowsky: Hochverehrte Anwesende! Ich stelle den,"['Del', 'Dr. Belkowsky']",[],['Del.'],[]
"Antrag, es möge der Congress beschliessen, die vorzügliche Rede des",[],[],[],[]
Herrn Dr. Kahn in einem Separatabdrucke vervielfältigen und unter,['Herrn Dr. Kahn'],[],['Herrn Dr. Kahn'],[]
die Vereine verbreiten zu lassen. (Lebhafter Beifall und Händeklatschen,[],[],[],[]
Vors. Dr. Herzl: Wenn sich gegen diesen Antrag kein Wider¬,['Dr. Herzl'],['Vors.'],[],[]
spruch erhebt...,[],[],['spruch erhebt...'],[]
"Del. Bojukanski-Odessa: Ich glaube, der Antrag ist so wichtig, dass",['Del'],[],[],[]
"es wünschenswert wäre, dass man in die Debatte über den Antrag ein¬",[],[],[],[]
gehe und ihn nicht so einfach annehme.,[],[],[],[]
Berichterstatter Dr. Kahn: Am besten werden Sie für die Sache,['Dr. Kahn'],[],['Dr. Kahn: Am'],[]
"wirken, wenn Sie nicht viel darüber sprechen.",[],[],[],[]
Zu deutsch: Debattiere wenig und thue lieber viel. Am besten ist es,[],[],[],[]
"also, meine Herren, wenn man ohne lange Debatte diesen Antrag an¬",[],[],[],[]
nimmt.,[],[],[],[]
"Vors. Dr. Herzl: Sie befinden sich in demselben Missverständnisse,",['Dr. Herzl'],['Vors.'],[],[]
wie der Herr Vorredner. Der Antrag des Herrn Dr. Belkowsky ist,"['Herr Vorredner', 'Herrn Dr. Belkowsky']",[],['Herrn Dr. Belkowsky'],[]
"dahin gegangen, dass die Rede in Druck gelegt werde. Den Inhalt Ihres",[],[],[],[]
Antrages habe ich noch nicht zur Abstimmung gebracht. Man könnte,[],[],[],[]
beispielsweise die Drucklegung Ihrer Rede beschliessen und Ihren,[],[],[],[]
Antrag allerdings ablehnen.,[],[],[],[]
"Berichterstatter Dr. Kahn: Drucken Sie mich nicht, meine Herren.",['Dr. Kahn'],[],['Dr. Kahn: Drucken'],[]
(Lebhafte Heiterkeit.),[],[],[],[]
Vors. Dr. Herzl. In Ihrem Antrage ist ja die Voraussetzung,['Dr. Herzl'],['Vors.'],[],[]
"ziemlich bedeutender Aufwendungen enthalten, die dieser Zweck er¬",[],[],[],[]
fordert. Man kann sehr wohl eine Rede als Agitationsschrift vertheilen,[],[],[],[]
"lassen, aber dann müssen Sie dem Congresse alle erforderlichen Mittel",[],[],[],[]
zur Verfügung stellen. Das ist aber ein ins Geld in ziemlichem Umfange,[],['Geld'],[],[]
gehender Antrag. Wenn aber kein Widerspruch gegen den Antrag des,[],[],[],[]
"Prof. Belkowsky erhoben wird, so ist er angenommen. (Leb¬",['Prof. Belkowsky'],['Leb¬'],['Prof. Belkowsky'],[]
hafter,[],[],[],[]
Beifall und Händeklatschen.,[],[],[],[]
"Dr. I. Marmorek hat mir einen Antrag übergeben, die",['Dr. I. Marmorek'],[],['Dr. I. Marmorek'],[]
Dauer der Redezeit auf 5 Minuten zu beschränken.,['Dauer'],[],[],[]
"Del Dr. Niemerower: Ich glaube, meine Damen und Herren, dass",['Del Dr. Niemerower'],[],[],[]
der Antrag des Herrn Dr. Marmorek unannehmbar ist. Die folgen¬,['Herrn Dr. Marmorek'],[],['Herrn Dr. Marmorek'],[]
—,[],[],[],[]
207,[],[],[],[]
sind als,[],[],[],[]
"den Redner, Rabbiner Reines und Herr Sokolow,",['Herr Sokolow'],['Reines'],"['Herr Sokolow,']",[]
dasselbe,[],[],[],[]
Referenten des Cultur-Ausschusses bestellt worden und haben,[],[],[],[]
Verdacht,[],[],[],[]
"Recht wie die anderen Referenten, und wir dürfen nicht den",[],[],[],[]
"auf uns laden, dass die Referenten in den Culturfragen nicht dieselben",[],[],[],[]
Rechte haben wie alle anderen Referenten. (Zustimmung.),[],[],[],[]
"Vors. Dr. Herzl. Allerdings wollen wir dem Cultur-Ausschusse,",['Dr. Herzl'],['Vors.'],[],[]
"wie allen anderen, Gelegenheit geben, zu sprechen. Aber einschüchtern",[],[],[],[]
lässt sich der Congress nicht. Und fortwährend unter dem Drucke zu,[],[],[],[]
"stehen, gerade dem Cultur-Ausschusse muss man längere Zeit geben",[],[],[],[]
"und gewisse Bestimmungen, die für das Leben des Congresses noth¬",[],[],[],[]
"wendig sind, einschränken, das scheint mir ein Widersinn zu sein. Wir",[],[],[],[]
"sind ein Congress, welcher auf eine Action hinausläuft und nicht für",[],[],[],[]
solche theoretische Auseinandersetzungen bestimmt ist. Dann ist es,[],[],[],[]
"gewöhnlich so, dass ein Ausschuss nur einen Referenten bestellt, aber",[],[],[],[]
nicht drei. Dr. Kahn und Dr. Gaster sind als Referenten angesehen,"['Dr. Kahn', 'Dr. Gaster']",[],"['Dr. Kahn', 'Dr. Gaster']",[]
und nicht beschränkt worden. Von hier aus werden auch die anderen,[],[],[],[]
Redner nicht beschränkt werden. Aber wenn ein Antrag gestellt wird,[],[],[],[]
"auf 5 Minuten Redezeit, muss er auch zur Abstimmung gebracht werden.",['Redezeit'],[],[],[]
"Wer für diesen Antrag ist, den bitte ich, die Hand zu erheben. (Geschieht.)",[],['Geschieht'],[],[]
Er ist abgelehnt. (Lebhafter Beifall.),[],[],[],[]
Del. Rabbiner Reines (spricht hebräisch).,"['Del', 'Reines']",[],[],[]
Zuerst hat der ehrwürdige,[],[],[],[]
Del. Dr. Niemerower (übersetzt:,"['Del', 'Dr. Niemerower']",[],"['Del.', 'Dr. Niemerower']",[]
"Rabbiner Reines die feierliche Erklärung abgegeben, dass die Rabbiner",[],['Reines'],['Reines'],[]
keineswegs Feinde der Cultur sind. (Beifall.) Er betonte mit besonderer,[],[],[],[]
"Freude, dass er und viele andere Rabbiner diese herrliche Bewegung",[],[],[],[]
"begrüsst haben. Er habe thränenden Auges gesehen, dass die Delegierten",[],[],[],[]
"aus der ganzen Welt hierhergekommen sind, um die Nothlage ihrer",[],[],[],[]
Brüder zu berathen und ihnen Hilfe zu bringen. Herr Rabbiner Reines,"['Herr', 'Reines']",[],[],[]
"schildert, dass ihm zumuthe gewesen sei, wie einem, der nicht mehr",[],[],[],['zumuthe']
"gehofft habe, seinen Bruder zu sehen, den er aufgegeben habe, und ihn",[],[],[],[]
Unzählige,[],[],[],[]
*,[],[],[],[]
plötzlich vor sich sieht. So ist es mit unserer Bewegung.,[],[],[],[]
"Juden, die wir aufgegeben, die uns verloren gegangen, haben wir durch",[],[],[],[]
diese herrliche Bewegung wieder gewonnen.,[],[],[],[]
Rabbiner Reines hat im allgemeinen nichts gegen die Cultur. Ei,['Ei'],['Reines'],['Reines'],[]
"meint jedoch, dass der Congress als solcher sich mit dieser Frage",[],[],[],[]
"nicht befassen kann, dass die Frage der Cultur, die so viele Deutungen",[],[],[],[]
"zulässt, mit der allgemeinen Bewegung der Juden, die die ganze Welt",[],[],[],[]
"ohne Unterschied der Auffassung umfasst, nicht verbunden werden darf.",[],[],[],[]
Beifall.),[],[],[],[]
im Auge,[],[],[],[]
"Reines meint, dass der Congress nur das Allgemeine",[],['Reines'],[],[]
was recht,[],[],[],[]
"haben darf, dass wir infolge dessen nur das zu machen haben,",[],[],[],[]
Stadt für,[],[],[],[]
"und richtig ist. Jeder Jude muss in seinem Kreise, in seiner",[],[],[],[]
aber der,[],[],[],[]
"die hebräische Sprache, für die jüdische Cultur eintreten.",[],[],[],[]
Congress kann sich mit dieser Frage nicht befassen. (Beifall.),[],[],[],[]
die Wolke,[],[],[],[]
"Er schildert uns in Anknüpfung an den Talmud, dass",[],[],[],[]
"gleichsam die Nothlage der Juden, uns vereinigt hat, dass wir nichts",[],[],[],[]
"unternehmen dürfen, was uns zu trennen imstande wäre.",[],[],[],[]
"Er sagt, gewiss kann man nicht von allen Leuten verlangen, dass",[],[],[],[]
"sie auf derselben Höhe der Auffassung stehen; aber wenn wir hier sind,",[],[],[],[]
"sind wir gleichsam alle Heilige, da wir uns einer so grossartigen Idee",[],[],[],[]
widmen und dem ganzen Volke weihen. Deshalb beschwört er die Ver¬,[],[],[],[]
"sammlung im Namen dieser grossen Idee, im Namen aller, die hoffen",[],[],[],[]
"und warten auf die Stunde, im Namen der Juden aus Russland, die zu",[],['Russland'],[],[]
"uns emporblicken, dass wir keinen Beschluss fassen in der Culturfrage,",[],[],[],[]
der Zwietracht und Spaltung säen könnte. (Beifall.),[],[],[],[]
Del. Fabius Lipka: Ich kann den Antrag unterstützen. Leider ist,"['Del', 'Fabius Lipka']",[],['Fabius Lipka: Ich'],[]
bei uns in Polen der Zionismus sehr wenig vorgeschritten. Unsere,[],['Polen'],[],['Polen']
208,[],[],[],[]
Brüder in Galizien verstehen noch gar nicht die Cultur. Der Schrift¬,[],['Galizien'],[],[]
steller Sokolow,['steller Sokolow'],[],[],[]
"Vors. Dr. Herzl (unterbrechend): Sie haben gesagt, Sie wollen zur",['Dr. Herzl'],['Vors.'],['Herzl'],[]
"Rede Reines eine Bemerkung machen. Hierzu gebe ich Ihnen das Wort,",['Rede Reines'],[],[],[]
sonst nicht.,[],[],[],[]
Del. Josef Rosenfeld: Ich erlaube mir den Antrag im Namen der,"['Del', 'Josef Rosenfeld']",[],['Josef Rosenfeld: Ich erlaube mir'],[]
"jüdisch-nationalen Jugend an den Congress zu stellen, uns jüdische",[],[],['jüdisch-nationalen Jugend'],[]
"geistige Nahrung zuzuführen, uns national zu sanctionieren.",[],[],[],[]
Del. Sokolow: Verehrte Congressversammlung!,"['Del', 'Sokolow']",[],[],[]
Ich habe nicht,[],[],[],[]
"die Absicht, hier eine Demonstration zu machen mit der hebräischen",[],[],[],[]
"Sprache, denn ich halte dies der hebräischen Sprache für unwürdig,",[],"['Sprache,']",[],[]
"zumal schon genügend bewiesen wurde, dass man hebräisch sprechen",[],[],[],[]
"kann. Weil es mir darauf ankommt, die verehrte Congressversammlung",[],[],[],[]
"zu überzeugen und nicht, eine Demonstration zu machen, ziehe ich es",[],[],[],[]
"vor, deutsch zu sprechen. Wie sehr ich es wünschen würde, dass hier",[],[],[],[]
"überhaupt nur hebräisch gesprochen werde, brauche ich wohl nicht",[],[],[],[]
erst zu sagen. Allein es handelt sich um den Zweck und nicht um das,[],['Zweck'],[],[]
"Mittel, und überdies ist die Zeit zu beschränkt und würde eine Ueber¬",[],[],[],[]
setzung uns viel Zeit rauben.,[],[],[],[]
Verehrte Versammlung! Im grossen und ganzen,[],[],[],[]
sind die,[],[],[],[]
Referenten der sogenannten Cultur-Commission ganz einverstanden.,[],[],[],[]
Auch ich bin nicht weniger als die Versammlung gerührt von den,[],[],[],[]
"glänzenden Ausführungen meiner Herren Vorredner, und speciell von",[],[],[],[]
der schönen Predigt des ehrwürdigen Herrn Rabbiner Reines. Verehrte,['Herrn Rabbiner Reines'],[],['Reines.'],[]
"Versammlung! Ich werde vielleicht weniger applaudiert werden, wenn",[],[],[],[]
"ich nicht an die Sentimentalität, sondern an die Vernunft appellieren",[],[],[],[]
werde. (Beifall.) Wir dürfen nicht in einen ungesunden Chauvinismus,[],[],[],[]
"verfallen, wir dürfen uns nicht verhehlen, dass wir culturbedürftig",[],[],[],[]
"sind, und wir dürfen diese Frage nicht in Allgemeinheiten auflösen",[],[],[],['Allgemeinheiten auflösen']
lassen.,[],[],[],[]
Ich stehe auf dem Standpunkt des Baseler Programmes und ver¬,['Baseler Programmes'],[],[],[]
"gegenwärtige mir der ersten Punkte, die Grundsätze des Baseler Pro-",['Baseler Pro-'],[],[],[]
grammes.,[],[],[],[]
"Ich constatiere, dass dem ersten Punkte gemäss gewisse",[],[],[],[]
Schritte gemacht worden sind. Es sind aber im Programme andere,[],[],[],[]
"Punkte, namentlich die Förderung des jüdischen Nationalbewusstseins.",[],[],[],[]
Ich frage Sie: Welche Mittel sind zur Erreichung dieses Zweckes,[],[],[],[]
ergriffen werden? Darauf antworte ich: Der Congress hat zwar in dieser,['Darauf'],[],[],[]
"Beziehung sehr wenig geleistet, aber der Zionismus hat Bedeutsames",[],[],[],[]
geleistet. Ich führe dies lediglich als Milderungsumstand für den,[],[],[],[]
"Congress an, habe aber nicht die Absicht, den Congress ganz",[],[],[],[]
zu entlasten. Direct hat der Congress die geistige Entwicklung des,[],[],[],[]
"Judenthums nicht beeinflusst. Es wird dadurch erklärt, dass der Congress",['Judenthums'],[],[],['Judenthums']
"als solcher ein zu grosser und complicierter Apparat ist, um in dieser",[],['Apparat'],[],[]
Richtung wirken zu können; aber nichtsdestoweniger ist es ein Verdienst,[],[],[],[]
"des Congresses, dass durch die Förderung der zionistischen Idee und",[],[],[],[]
"auch der nationalen Idee Leben in das Bewusstsein des Volkes, in die",[],[],[],[]
Thätigkeit und die Literatur desselben kam. Es unterliegt keinem,[],[],[],[]
"Zweifel, obschon es sich nicht durch Ziffern darlegen liesse, dass auch",[],[],[],[]
"auf die hebräische Literatur der zionistische Gedanke, vom Congresse",[],[],[],[]
"ausgehend, anregend und befruchtend gewirkt hat. (Bravo!)",[],[],[],[]
Wenn wir,[],[],[],[]
also die Sache von einem höheren Gesichtspunkte aus betrachten.,[],[],[],[]
"können wir behaupten, dass, wenn auch der Congress nicht formell",[],[],[],[]
"etwas beschliesst, wenn er nur die zionistische Sache im allgemeinen",[],[],[],[]
"fordert, er indirect auf die literarische Entwicklung wirkt. (Lebhafte",[],[],[],[]
Zustimmung.),[],[],[],[]
"Wenn ich auch, geehrte Versammlung, in diesem Momente nicht",[],[],[],[]
"darauf vorbereitet bin, einen Vortrag über die hebräische Literatur zu",[],[],[],[]
.,[],[],[],[]
209,[],[],[],[]
"halten, und wohl auch nicht die Versammlung, ihn anzuhören, so wird",[],[],[],[]
"doch niemand von den Sachkennern bestreiten, dass im Laufe der",[],[],[],[]
letzten Congressjahre die hebräische Literatur eine Entfaltung aufzu-,[],[],[],[]
"weisen hat, die sie früher nie erreichte. (Lebhafter Beifall und Hände¬",['Hände¬'],[],[],[]
.,[],[],[],[]
klatschen.),[],['klatschen.'],[],[]
"Ich constatiere, dass die hebräische Literatur in fortschreitender",[],[],[],[]
"Entwicklung begriffen ist, dass die Zahl der hebräischen Leser im",[],[],[],[]
Ich,[],[],[],[]
Wachsen begriffen ist. (Lebhafter Beifall und Händeklatschen.),[],[],[],[]
"glaube auch constatieren zu können, dass nicht nur in dieser einen",[],[],[],[]
"Richtung, sondern in allen Richtungen des nationalen Lebens jetzt ein",[],[],[],[]
"viel gesünderer Gedanke pulsiert, eine viel lebhaftere und tüchtigere",[],[],[],[]
auf,[],[],[],[]
"Thätigkeit entfaltet wird. Es ist unsere Aufgabe, den Zionismus",[],[],[],[]
ZU,[],[],[],[]
allen Gebieten des jüdischen Wirkens und Denkens zur Geltung,[],['Denkens'],[],[]
nur,[],[],[],[]
"bringen, unser Vaterland „Zion“ muss grösser sein, es darf nicht",[],['Vaterland'],[],[]
alle,[],[],[],[]
"auf einzelne Zweige der Thätigkeit beschränkt werden, es muss",[],[],[],[]
Zweige der jüdischen Thätigkeit umfassen. Dass unsere Massen grosse,[],[],[],[]
"Tugenden haben, das wissen wir alle, und das brauchen wir nicht von",[],[],[],[]
"hier aus zu verkünden. Wir dürfen uns aber nicht verhehlen, dass",[],[],[],[]
unsere Massen auch gewisse Mängel haben und dass sie zum zionistischen,[],[],[],[]
"Ideale erzogen werden müssen, und diese didaktische Aufgabe des",[],[],[],[]
Zionismus soll nicht aus dem Auge gelassen werden. (Lebhafter Beifall,[],[],[],[]
und Händeklatschen.,[],[],[],[]
"Wenn ich von Mängeln spreche, so verstehe ich darunter sowohl",['Mängeln'],[],[],[]
"die allgemeine als die jüdische Cultur. Man darf sich nicht verhehlen,",[],[],[],[]
dass die Massen in ihrem jetzigen Zustande noch weit entfernt davon,[],[],[],[]
"sind, schon mit allen Mitteln ausgerüstet zu sein, die dazu nöthig sind,",[],[],[],[]
um eine selbständige Existenz zu führen. Wir müssen also ganz parallel,[],[],[],[]
"mit allen anderen vorbereitenden Schritten, die wir in jeder Richtung",[],[],[],[]
"unternehmen, auch in dieser Beziehung wirken, und dies, meine Herren,",[],[],[],[]
ist praktischer Zionismus. (Lebhafter Beifall und Händeklatschen.) Man,[],[],[],[]
wird mir darauf antworten: Was kann der Congress in dieser Beziehung,[],[],[],[]
"unternehmen, was kann er Praktisches leisten? Ich antworte darauf:",[],['Praktisches'],[],[]
Nichts kann er. Er kann aber auch in vielen anderen Richtungen in,[],['Nichts'],[],[]
diesem Augenblicke nichts leisten. Nichtsdestoweniger hält er Worte,[],[],[],[]
"für Thaten, und dieser richtigen Erkenntnis gemäss muss er mit Bezug",[],['Erkenntnis'],[],[]
auf die vorbereitenden Arbeiten der Masse des jüdischen Volkes gegen-,[],[],[],[]
"über verfahren, darf er nicht aus dem Auge lassen, dass alle Zweige",[],[],[],[]
"der jüdischen Thätigkeit, dass die ganze Erziehung der Massen und der",[],[],[],[]
jüdischen Jugend in dieses Arbeitsprogramm aufgenommen werden,[],[],[],[]
"soll, und dass jeder, in welcher Richtung er auch arbeitet, praktischen",[],[],[],[]
"Zionismus treibt. Ich glaube, ganz in Uebereinstimmung mit den",[],[],[],[]
"Principien des Baseler Congresses behaupten zu können, dass derjenige,",['Baseler'],['Principien'],[],[]
"der die Juden zu productiver Arbeit anleitet, einen Schritt macht zur",[],[],[],[]
Erreichung des zionistischen Ideals. (Lebhafter Beifall und Hände¬,['Hände¬'],[],[],[]
klatschen.),[],['klatschen.'],[],[]
"Ich weiss nicht weniger als alle anderen, dass das Schlagwort",[],[],[],[]
"„Cultur“ zu gewissen Missverständnissen Anlass gegeben hat, ich weiss",[],[],[],[]
"nicht weniger als alle anderen, wie viel Staub das in der hebräischen",[],['Staub'],[],[]
Presse und in vielen Flugschriften aufgewirbelt hat.,[],[],[],[]
"Meine Herren! Täuschen wir uns nicht und glauben wir nicht,",[],[],[],[]
"dass, wenn diese Phrase nicht vorhanden wäre, schon alles ganz ruhig",[],[],[],[]
und friedlich wie in einer Idylle wäre. (Heiterkeit und lebhafter Beifall.),[],[],[],[]
7,[],[],[],[]
"Das ist eine Täuschung. Wir werden nie der Polemik entgehen, wir",[],[],[],[]
werden nie alle mit einemmale überzeugen können. Es geht ein Process,[],[],[],[]
"vor sich, der Process der fortschreitenden zionistischen Parteien ist im",[],[],[],[]
"Wachsen begriffen, das genügt, und es darf uns nicht entmuthigen, dass",[],[],[],[]
"gewisse Leute, die den Ausdruck nicht verstehen, sich dagegen auf¬",[],[],[],[]
14,[],[],[],[]
210,[],[],[],[]
"lehnen: das ist kein Beweis dafür, dass das Volk nichts vom Zionismus",[],[],[],[]
wissen will. (Lebhafter Beifall.) Wir können gerne auf das Wort „Cultur,[],[],[],[]
"verzichten. Es kommt uns nicht auf die Phrase, auf die Form, auf das",[],[],[],[]
"Wort an, aber auf den Inhalt der Cultur können wir nicht verzichten.",[],[],[],[]
(Lebhafter Beifall und Händeklatschen.) Es war hier die Rede davon:,[],[],[],[]
"ja, es ist ja ein geflügeltes Wort geworden, das grosse Wort, das unser",[],[],[],[]
"verehrter Führer ausgesprochen hat, der Zionismus ist eine Rückkehr",[],[],[],[]
"zum Judenthum. Ja, meine Herren, das ist ein Wort, wir haben der",[],[],[],[]
"Worte schon genug gehört, jetzt wollen wir Thaten sehen. Das",[],[],[],[]
"praktische Programm muss parallel laufen mit dem idealen, und",[],[],[],[]
"geradeso, wie wir einen Theil des Zionismus ins Praktische übersetzen,",[],[],[],[]
"müssten wir es mit allen thun, und müssten, um consequent zu sein,",[],[],[],['consequent']
jedem Punkte des zionistischen Programmes die praktischen Mittel,[],[],[],[]
"hinzufügen, die zu ihm führen. Was ist gethan worden? Es ist nichts",[],[],[],[]
gethan worden. Es ist jederzeit natürlich ein segensreicher Einfluss,[],[],[],[]
"ausgeübt worden, aber das genügt hier nicht. Ich glaube, dass die",[],[],[],[]
Cultur im allgemeinen und die jüdische Cultur im besonderen von hier,[],[],[],[]
aus mit grösserer Aufmerksamkeit behandelt werden soll. Es soll von,[],[],[],[]
"hier aus jedes Jahr Rechenschaft gegeben werden davon, was im Laufe",[],[],[],[]
"des Jahres in Bezug auf die geistige Entwicklung des Judenthums, in",[],[],[],[]
der hebräischen Literatur geschehen ist. (Lebhafter Beifall und Hände¬,['Hände¬'],[],[],[]
"klatschen.) Die Zionisten, die es noch nicht verstehen, sollen es ver¬",[],['klatschen.'],['klatschen.'],[]
"stehen lernen, wir werden sie dazu zwingen, wenn wir diese Tribüne",[],[],[],[]
"auch zu einer wissenschaftlich-jüdischen Tribüne machen, wenn wir",[],[],[],[]
"nicht alles Geistige ausschliessen, wenn wir nicht in eine Materialisierung",[],[],[],[]
"verfallen, wenn es nicht dazu kommt, dass Männer des Gedankens,",[],['Gedankens'],[],[]
"Männer des Geistes nicht mitarbeiten können, weil wir überhaupt kein",[],[],[],[]
Verständnis dafür haben. Es muss im Programme des Zionisten¬,[],[],[],[]
"Congresses die jüdische Literatur, die hebräische Literatur so viel als",[],[],[],[]
möglich berücksichtigt und besprochen werden. (Beifall.) Wir müssen,[],[],[],[]
"uns vergegenwärtigen, und es soll von hier aus ausgesprochen werden,",[],[],[],[]
dass wir nicht im geringsten die jüdische Religion antasten möchten.,[],[],[],[]
"Das wäre absurd, so etwas zu behaupten. (Lebhafter Beifall.) Es ist ja",[],[],[],[]
"am vorigen Congresse das ausgesprochen worden, und vielleicht wird",[],[],[],[]
"auch diese Declaration nicht genügen, sowie meiner Meinung nach alle",[],[],[],[]
anderen Declarationen nicht genügen werden. Meine Herren! Es,[],[],[],[]
"bestand eine zionistische Partei, sagen wir, eine altzionistische Partei,",[],[],[],[]
welche nicht auf ihre Fahne die Cultur geschrieben hatte. Haben sich,[],[],[],[]
sämmtliche Juden dieser Partei angeschlossen? Stellen wir also nicht,[],[],[],[]
